feature_name,method,category,library_path,description
nucleus_cell_area_ratio_mean,code,morphology,code/nucleus_cell_area_ratio_mean/extract.py,Calculates the mean ratio of nuclear area (DAPI) to total cell area (Actin/Tubulin). The N:C ratio is a fundamental cellular metric that changes during cell cycle progression and in response to drugs affecting cell growth vs division.
tubulin_texture_haralick_contrast_mean,code,texture,code/tubulin_texture_haralick_contrast_mean/extract.py,"Computes the mean Haralick contrast of the Tubulin channel within the cell body. High contrast may indicate distinct microtubule bundles (e.g., Taxol stabilization), while low contrast might suggest diffuse staining (depolymerization)."
cell_orientation_coherence_global,code,texture,code/cell_orientation_coherence_global/extract.py,"Calculates the global coherence of local gradients in the Tubulin channel using the Structure Tensor. This measures how aligned the microtubule fibers are across the entire field of view, relevant for detecting stress fiber alignment."
tubulin_radial_distribution_peak,code,spatial,code/tubulin_radial_distribution_peak/extract.py,"Analyzes the radial intensity profile of Tubulin from the cell center to periphery. A peak near the center suggests perinuclear accumulation (e.g., collapsed network), while a uniform distribution suggests a healthy network."
nucleus_shape_form_factor_mean,code,morphology,code/nucleus_shape_form_factor_mean/extract.py,"Measures the mean form factor (4*pi*area/perimeter^2) of nuclei. This scalar quantifies nuclear circularity, which helps distinguish between normal interphase nuclei (high circularity) and lobulated or fragmented nuclei seen in apoptosis or"
tubulin_texture_gabor_energy_mean,code,texture,code/tubulin_texture_gabor_energy_mean/extract.py,"Measures the mean energy of Gabor filter responses on the Tubulin channel. This quantifies the strength and directionality of microtubule fibers, helping to detect phenotypes like microtubule bundling (high energy/directionality) or depolym"
actin_cortical_intensity_ratio_mean,code,distribution,code/actin_cortical_intensity_ratio_mean/extract.py,"Calculates the ratio of actin intensity at the cell periphery (cortical) versus the cell interior. This feature identifies cytoskeletal reorganization, such as the formation of cortical actin rings or stress fibers, which are relevant to ce"
actin_texture_haralick_contrast_mean,code,texture,code/actin_texture_haralick_contrast_mean/extract.py,"Computes the mean Haralick contrast of the Actin channel. This quantifies the local intensity variations, effectively measuring the 'roughness' of the actin cytoskeleton, which increases with the formation of distinct stress fibers or punct"
cell_nucleus_area_ratio_mean,code,morphology,code/cell_nucleus_area_ratio_mean/extract.py,"Calculates the mean ratio of nuclear area to total cell area (N:C ratio). This is a critical biological parameter that changes with cell differentiation, neoplastic transformation, and response to cytotoxic drugs."
cell_neighbors_count_mean,code,spatial,code/cell_neighbors_count_mean/extract.py,"Calculates the mean number of adjacent neighbors for each cell. This captures local cell density and clustering patterns, which can be affected by drugs that inhibit contact inhibition or cause cell detachment."
tubulin_intensity_radial_distribution,code,spatial,code/tubulin_intensity_radial_distribution/extract.py,"Calculates the ratio of Tubulin intensity in the perinuclear region (inner 50% of cell radius) versus the cell periphery. This scalar captures the spatial organization of microtubules, distinguishing between diffuse distributions and perinu"
cell_shape_eccentricity_mean,code,morphology,code/cell_shape_eccentricity_mean/extract.py,"Computes the mean eccentricity of segmented cells, measuring how elongated they are (0=circle, 1=line). This distinguishes between polarized, migratory-like phenotypes and rounded, arrested cells."
cyto_nucleus_area_ratio_mean,code,morphology,code/cyto_nucleus_area_ratio_mean/extract.py,"Calculates the mean ratio of cytoplasmic area to nuclear area (N:C ratio). Changes in this ratio are indicative of cell growth, hypertrophy, or specific developmental states and are altered by many compounds."
tubulin_texture_haralick_entropy_mean,code,texture,code/tubulin_texture_haralick_entropy_mean/extract.py,"Computes the mean Haralick entropy of the Tubulin channel within cells. High entropy suggests a disordered or complex microtubule network, while low entropy might indicate diffuse staining or distinct bundling."
tubulin_spatial_moment_inertia,code,spatial,code/tubulin_spatial_moment_inertia/extract.py,Calculates the moment of inertia of the Tubulin intensity distribution relative to the cell centroid. This quantifies how dispersed the microtubule network is; relevant for distinguishing bundled vs. spread networks.
cell_local_density_knn_dist,code,distribution,code/cell_local_density_knn_dist/extract.py,"Computes the mean distance to the k-nearest neighbors (e.g., k=3) for each cell centroid. This measures local cell density, which can indicate contact inhibition or toxicity-induced cell loss."
nuclear_margin_intensity_ratio,code,intensity,code/nuclear_margin_intensity_ratio/extract.py,"Calculates the ratio of DAPI intensity at the nuclear boundary (rim) versus the center. This can detect marginalization of chromatin, a feature of early apoptosis."
tubulin_distribution_radial_cv,code,spatial,code/tubulin_distribution_radial_cv/extract.py,"Measures the coefficient of variation of Tubulin intensity in radial bins extending from the nucleus. This captures the spatial heterogeneity of the microtubule network (e.g., perinuclear accumulation vs. uniform spreading)."
actin_intensity_total,code,intensity,code/actin_intensity_total/extract.py,"Sums the total intensity of the Actin channel across the image. A drastic reduction might indicate cell loss or actin depolymerization, while an increase could suggest stress fiber formation or cell spreading."
tubulin_fiber_linearity_index,code,texture,code/tubulin_fiber_linearity_index/extract.py,Analyzes the Tubulin channel to measure the linearity or alignment of microtubule fibers using structure tensor analysis. This distinguishes between the disordered meshwork of normal cells and the rigid bundles induced by Taxanes.
actin_boundary_roughness,code,morphology,code/actin_boundary_roughness/extract.py,Measures the roughness of the cell perimeter (perimeter / convex perimeter). This captures membrane ruffling and irregularities associated with motility or cytoskeletal disruption.
tubulin_texture_angular_second_moment_mean,code,texture,code/tubulin_texture_angular_second_moment_mean/extract.py,"Computes the average Angular Second Moment (ASM) from the Gray Level Co-occurrence Matrix (GLCM) of the Tubulin channel within cells. ASM measures textural uniformity; high values indicate uniform intensity (diffuse tubulin), while low valu"
actin_polarity_vector_magnitude_mean,code,spatial,code/actin_polarity_vector_magnitude_mean/extract.py,"Calculates the magnitude of the vector between the cell centroid and the intensity-weighted centroid of the Actin channel. This quantifies cell polarity and the asymmetry of the cytoskeleton, relevant for migration and adhesion phenotypes."
dapi_tubulin_correlation_coefficient,code,spatial,code/dapi_tubulin_correlation_coefficient/extract.py,Computes the Pearson correlation coefficient between DAPI and Tubulin pixel intensities within the cell area. This measures the degree of spatial overlap or exclusion between the nucleus and the microtubule network.
cell_perimeter_roughness_mean,code,morphology,code/cell_perimeter_roughness_mean/extract.py,"Measures the ratio of the cell perimeter to the perimeter of the convex hull of the cell. This captures membrane complexity, such as blebbing (apoptosis/pyroptosis) or filopodia extensions, versus smooth boundaries."
nuclear_intensity_edge_center_ratio,code,distribution,code/nuclear_intensity_edge_center_ratio/extract.py,"Calculates the ratio of mean DAPI intensity at the nuclear periphery (edge) versus the nuclear center. This can detect chromatin margination, a specific feature of early apoptosis."
nuclear_intensity_integrated_std,code,intensity,code/nuclear_intensity_integrated_std/extract.py,"Measures the standard deviation of the integrated intensity (sum of pixel values) of nuclei across the image. High variance suggests a heterogeneous population, potentially indicating mixed cell cycle states or subpopulations undergoing apo"
nucleus_tubulin_correlation,code,spatial,code/nucleus_tubulin_correlation/extract.py,"Computes the Pearson correlation coefficient between pixel intensities of the DAPI (nucleus) and Tubulin channels. This measures the spatial overlap or exclusion of these structures, which changes during mitosis (spindle formation)."
tubulin_intensity_spatial_distribution_ratio,code,distribution,code/tubulin_intensity_spatial_distribution_ratio/extract.py,"Calculates the ratio of tubulin intensity in the perinuclear region versus the cell periphery. This can quantify the collapse of the microtubule network around the nucleus (e.g., due to destabilizers) versus a spread-out network."
dapi_granularity_spectrum_slope,code,texture,code/dapi_granularity_spectrum_slope/extract.py,"Calculates the slope of the power spectrum of the DAPI channel image. This characterizes the distribution of granular sizes in the chromatin, potentially capturing texture changes associated with condensation or DNA damage foci."
tubulin_radial_distribution_entropy,code,distribution,code/tubulin_radial_distribution_entropy/extract.py,"Calculates the entropy of the radial distribution of tubulin intensity centered on the nucleus. This quantifies the disorder in the radial arrangement of microtubules, distinguishing organized radial arrays from disordered networks."
cytoskeleton_polarity_vector_magnitude,code,morphology,code/cytoskeleton_polarity_vector_magnitude/extract.py,"Calculates the magnitude of the vector between the nuclear centroid and the cell centroid (based on Actin/Tubulin). High values indicate polarized cells (migratory phenotype), while low values indicate symmetric/round cells."
micronucleus_count_mean,code,morphology,code/micronucleus_count_mean/extract.py,"Counts the average number of small, detached DAPI-positive objects per cell. Micronuclei are a hallmark of genomic instability and mitotic catastrophe, often induced by DNA-damaging agents."
tubulin_radial_intensity_cv,code,spatial,code/tubulin_radial_intensity_cv/extract.py,"Calculates the coefficient of variation of Tubulin intensity in radial bins extending from the nucleus center. High variation implies directional structures (like spindles), while low variation implies a uniform halo."
actin_gradient_magnitude_mean,code,texture,code/actin_gradient_magnitude_mean/extract.py,"Computes the mean magnitude of the image gradient in the Actin channel. This serves as a proxy for cytoskeletal complexity and edge sharpness, differentiating between smooth and ruffled/spiky cell margins."
microtubule_fiber_alignment_index,code,texture,code/microtubule_fiber_alignment_index/extract.py,"Measures the anisotropy of the Tubulin channel using structure tensors or gradient orientation histograms. High alignment indicates microtubule bundling (e.g., Taxol effect), while low alignment suggests a diffuse or depolymerized network."
nuclear_shape_irregularity_index,code,morphology,code/nuclear_shape_irregularity_index/extract.py,"Computes the mean compactness (perimeter squared divided by area) of segmented nuclei. This quantifies deviations from a perfect circle, capturing nuclear blebbing, fragmentation, or irregular shapes associated with apoptosis or mitotic cat"
dapi_intensity_kurtosis_global,code,intensity,code/dapi_intensity_kurtosis_global/extract.py,"Calculates the kurtosis of the pixel intensity histogram for the DAPI channel across the entire image. High kurtosis indicates a heavy tail of very bright pixels, serving as a proxy for the presence of condensed mitotic chromosomes or pykno"
micronuclei_detection_count,code,morphology,code/micronuclei_detection_count/extract.py,"Counts the number of small, distinct DAPI-positive objects that are separated from the main nuclei. An increase in this count is a marker of genomic instability or mitotic slippage (e.g., Vinca alkaloids)."
cytoskeleton_nucleus_area_ratio,code,morphology,code/cytoskeleton_nucleus_area_ratio/extract.py,Calculates the mean ratio of the Actin cell area to the DAPI nuclear area per cell (N:C ratio). Changes in this ratio track cell spreading (senescence) versus shrinkage (apoptosis) or rounding.
tubulin_texture_lacunarity,code,texture,code/tubulin_texture_lacunarity/extract.py,"Measures the lacunarity (gappiness) of the Tubulin network. High lacunarity indicates large gaps or a disrupted network (depolymerization), while low lacunarity suggests a dense, uniform meshwork."
nuclear_distribution_clustering_coefficient,code,distribution,code/nuclear_distribution_clustering_coefficient/extract.py,"Uses spatial statistics (e.g., nearest neighbor distance or Ripley's K) on nuclear centroids to quantify whether cells are clustered (colonies) or randomly distributed. This can reflect contact inhibition or toxicity-induced sparseness."
dapi_tubulin_intensity_correlation,code,spatial,code/dapi_tubulin_intensity_correlation/extract.py,Calculates the Pearson correlation coefficient between pixel intensities of DAPI and Tubulin channels. This helps identify if tubulin is spatially excluded from the nucleus (interphase) or overlapping/collapsed (mitosis/toxicity).
actin_edge_gradient_magnitude,code,intensity,code/actin_edge_gradient_magnitude/extract.py,"Computes the mean gradient magnitude at the boundaries of segmented cells in the Actin channel. This measures the sharpness of the cell cortex, distinguishing between defined cortical actin and diffuse/blebbing edges."
total_cellular_fluorescence_actin,code,intensity,code/total_cellular_fluorescence_actin/extract.py,"Calculates the integrated density (sum of pixel values) of the Actin channel across all segmented cells. This proxies total protein content or cell mass, which can increase in senescent cells."
nucleus_tubulin_center_offset_mean,code,spatial,code/nucleus_tubulin_center_offset_mean/extract.py,Calculates the Euclidean distance between the centroid of the nucleus and the intensity-weighted centroid of the Tubulin signal within the cell. Large offsets may indicate asymmetric polarization or 'nuclear cap' formation.
dapi_contrast_haralick_mean,code,texture,code/dapi_contrast_haralick_mean/extract.py,"Computes the mean Haralick Contrast feature for the DAPI channel. This texture feature is sensitive to sharp intensity transitions, such as those found in nuclear foci or condensed chromosomes."
tubulin_fiber_texture_strength,code,texture,code/tubulin_fiber_texture_strength/extract.py,"Calculates the texture contrast (e.g., Haralick contrast) of the Tubulin (green) channel within the cell cytoplasm. This quantifies the difference between diffuse tubulin and distinct microtubule bundling or polymerization phenotypes."
actin_fiber_texture_strength,code,texture,code/actin_fiber_texture_strength/extract.py,Calculates the texture contrast of the Actin (red) channel. This helps differentiate between cells with strong stress fibers (high contrast) and those with diffuse or cortical actin (low contrast/smooth).
dapi_actin_pearson_correlation,code,spatial,code/dapi_actin_pearson_correlation/extract.py,"Calculates the Pearson correlation between DAPI (blue) and Actin (red) intensities. This can serve as a negative control or detect unusual phenotypes where actin collapses onto the nucleus (e.g., nuclear cap formation)."
dapi_texture_entropy_global,code,texture,code/dapi_texture_entropy_global/extract.py,"Calculates the entropy of the pixel intensity distribution in the DAPI channel across the entire image. High entropy indicates complex, heterogeneous chromatin texture, while low entropy suggests homogeneity."
tubulin_spatial_anisotropy_global,code,spatial,code/tubulin_spatial_anisotropy_global/extract.py,"Measures the global spatial anisotropy of the Tubulin channel using structure tensors. High anisotropy indicates aligned fibers (bundles), while low anisotropy indicates a random meshwork."
tubulin_intensity_skewness_global,code,intensity,code/tubulin_intensity_skewness_global/extract.py,"Measures the skewness of the intensity histogram of the Tubulin channel. Positive skewness indicates a background-dominated image with sparse bright structures (fibers), while lower skewness suggests diffuse staining."
tubulin_spatial_frequency_mean,code,texture,code/tubulin_spatial_frequency_mean/extract.py,"Measures the mean spatial frequency of the Tubulin channel (e.g., using Laplacian variance). High values indicate fine, detailed microtubule networks; low values indicate blurred or diffuse structures."
nucleus_max_intensity_mean,code,intensity,code/nucleus_max_intensity_mean/extract.py,"Calculates the mean of the maximum pixel intensity within each segmented nucleus. This is sensitive to bright nuclear bodies or DNA damage foci (like gamma-H2AX if it were a channel, or bright DAPI spots)."
actin_intensity_mean_per_cell,code,intensity,code/actin_intensity_mean_per_cell/extract.py,Calculates the mean intensity of the Actin channel within segmented cell boundaries. Changes in actin abundance or polymerization status are captured by this intensity metric.
cell_roundness_factor,code,morphology,code/cell_roundness_factor/extract.py,"Computes the form factor (4*pi*area/perimeter^2) of the whole cell boundary defined by Actin. High roundness is a strong indicator of mitotic arrest or detachment (e.g., Vinca alkaloids)."
nuclear_intensity_variance,code,intensity,code/nuclear_intensity_variance/extract.py,Calculates the variance of pixel intensities within segmented nuclei. High variance can indicate chromatin condensation or punctate staining patterns associated with DNA damage.
nucleus_to_cytoplasm_ratio,code,morphology,code/nucleus_to_cytoplasm_ratio/extract.py,Calculates the ratio of the total nuclear area (DAPI) to the total cytoplasmic area (Actin/Tubulin minus DAPI). This N/C ratio is a fundamental cellular metric often altered in cancer and drug response.
actin_polarity_index,code,spatial,code/actin_polarity_index/extract.py,"Measures the displacement between the centroid of the nucleus (DAPI) and the centroid of the cell body (Actin). A large displacement vector magnitude indicates polarized cells, relevant for migration or adhesion studies."
dapi_boundary_irregularity,code,morphology,code/dapi_boundary_irregularity/extract.py,"Measures the irregularity of the nuclear boundary (e.g., perimeter^2 / area) in the DAPI channel. Highly irregular boundaries (blebbing) are a hallmark of apoptosis or nuclear envelope stress."
cytoskeleton_radial_distribution,code,spatial,code/cytoskeleton_radial_distribution/extract.py,Measures the radial intensity profile of Tubulin/Actin from the nuclear center to the cell periphery. Changes in this profile capture phenotypes like cell spreading vs. rounding up.
total_image_intensity_ratio_actin_dapi,code,intensity,code/total_image_intensity_ratio_actin_dapi/extract.py,Calculates the ratio of total integrated intensity of Actin to DAPI for the whole image. This global metric can indicate cell size relative to DNA content (hypertrophy vs. atrophy).
dapi_texture_contrast_mean,code,texture,code/dapi_texture_contrast_mean/extract.py,"Measures the mean Haralick contrast of the DAPI channel within segmented nuclei. High contrast suggests heterogeneous chromatin condensation, a hallmark of early apoptosis or specific mitotic phases."
actin_radial_distribution_gradient,code,distribution,code/actin_radial_distribution_gradient/extract.py,"Measures the gradient of actin intensity from the cell center (nucleus) to the cell periphery. This quantifies the distribution of the cytoskeleton (e.g., cortical actin vs. stress fibers)."
nucleus_major_axis_orientation_entropy,code,spatial,code/nucleus_major_axis_orientation_entropy/extract.py,"Calculates the entropy of the orientation angles of the major axes of all nuclei. Low entropy implies alignment (e.g., flow or stress), while high entropy implies random orientation."
actin_intensity_distribution_skewness,code,intensity,code/actin_intensity_distribution_skewness/extract.py,Calculates the skewness of the pixel intensity histogram for the Actin channel. A shift in skewness can indicate a transition from diffuse cytoplasmic actin (uniform) to stress fibers or cortical rings (high intensity subsets).
nuclear_major_axis_orientation_coherence,code,distribution,code/nuclear_major_axis_orientation_coherence/extract.py,"Calculates the coherence (alignment) of the major axes of all nuclei in an image. High coherence might indicate flow or alignment due to external forces, while random orientation is expected in static culture; deviations might suggest organ"
cytoplasm_area_mean,code,morphology,code/cytoplasm_area_mean/extract.py,"Calculates the mean area of the cytoplasm (Cell Area - Nuclear Area). Changes in cytoplasmic volume are key indicators of cell health, swelling (necrosis/pyroptosis), or shrinkage (apoptosis)."
dapi_glcm_entropy_mean,code,texture,code/dapi_glcm_entropy_mean/extract.py,Calculates the mean entropy of the Gray-Level Co-occurrence Matrix (GLCM) for the DAPI channel within nuclei. This quantifies chromatin texture heterogeneity; high entropy suggests condensed or fragmented chromatin often seen in apoptosis o
actin_glcm_contrast_mean,code,texture,code/actin_glcm_contrast_mean/extract.py,"Calculates the GLCM contrast of the Actin channel. High contrast indicates the presence of distinct structural features like stress fibers or cortical rings, as opposed to a uniform actin distribution."
dapi_actin_correlation_mean,code,spatial,code/dapi_actin_correlation_mean/extract.py,"Computes the Pearson correlation between DAPI and Actin channels. This can capture phenotypes where actin collapses onto the nucleus or where the nucleus is displaced, altering the typical spatial exclusion."
actin_major_axis_length_mean,code,morphology,code/actin_major_axis_length_mean/extract.py,"Calculates the mean length of the major axis of the ellipse fitting the actin cytoskeleton of segmented cells. This quantifies cell elongation, helping to distinguish between flattened, mesenchymal-like phenotypes and rounded, amoeboid or m"
nuclear_haralick_entropy_mean,code,texture,code/nuclear_haralick_entropy_mean/extract.py,Calculates the mean Haralick entropy (from GLCM) of the texture within segmented nuclei. This quantifies the randomness of chromatin organization; condensed chromatin (mitosis/apoptosis) typically shows different entropy levels compared to 
tubulin_structure_tensor_coherence,code,texture,code/tubulin_structure_tensor_coherence/extract.py,"Computes the coherence of the structure tensor in the Tubulin channel, averaged over the image. This measures the degree of local orientation alignment (anisotropy) of microtubule fibers; high coherence suggests aligned bundles, while low c"
nuclear_integrated_intensity_cv,code,intensity,code/nuclear_integrated_intensity_cv/extract.py,"Calculates the Coefficient of Variation (std/mean) of the integrated DAPI intensity across the population of nuclei. This measures the heterogeneity of DNA content, reflecting the distribution of cells across cell cycle phases (G1 vs G2/M) "
dapi_intensity_mass_displacement,code,morphology,code/dapi_intensity_mass_displacement/extract.py,"Calculates the distance between the geometric centroid and the intensity-weighted centroid of each nucleus. This scalar captures asymmetric chromatin distribution, which can occur during nuclear cap formation or early karyorrhexis."
tubulin_local_binary_pattern_energy,code,texture,code/tubulin_local_binary_pattern_energy/extract.py,Computes the energy of the Local Binary Pattern (LBP) histogram for the Tubulin channel. LBP is robust to illumination changes and captures local micro-texture; energy reflects the uniformity of the microtubule network texture.
actin_intensity_radial_gradient,code,distribution,code/actin_intensity_radial_gradient/extract.py,Measures the gradient of Actin intensity from the cell center (nucleus) to the cell periphery. This distinguishes cells with cortical actin rings from those with diffuse or perinuclear actin accumulation.
actin_tubulin_correlation_r,code,spatial,code/actin_tubulin_correlation_r/extract.py,Computes the Pearson correlation coefficient between Actin and Tubulin pixel intensities within each cell. This measures the degree of colocalization or spatial coordination between the two cytoskeletal networks.
tubulin_fiber_texture_contrast_mean,code,texture,code/tubulin_fiber_texture_contrast_mean/extract.py,"Calculates the Haralick contrast of the Tubulin channel within cell boundaries. High contrast corresponds to sharp, distinct microtubule fibers (bundling), while low contrast suggests diffuse or depolymerized tubulin."
tubulin_actin_manders_overlap_mean,code,spatial,code/tubulin_actin_manders_overlap_mean/extract.py,"Computes Manders' overlap coefficient for Tubulin and Actin channels. This quantifies the fraction of the cytoskeleton that is spatially co-localized, reflecting the structural integrity and organization of the cell's framework."
nucleus_orientation_disorder,code,spatial,code/nucleus_orientation_disorder/extract.py,"Calculates the standard deviation of the major axis orientations of nuclei in the image. High disorder suggests random orientation, while low disorder might indicate alignment due to flow or contact guidance."
cell_area_actin_mean,code,morphology,code/cell_area_actin_mean/extract.py,"Calculates the mean area of the entire cell body defined by the Actin channel. This captures cell spreading or shrinkage, which are key indicators of cytoskeletal disruption or senescence (enlarged, flattened cells)."
nucleocytoplasmic_ratio_mean,code,morphology,code/nucleocytoplasmic_ratio_mean/extract.py,Calculates the mean ratio of nuclear area (DAPI) to cytoplasmic area (Actin minus DAPI) per cell. The N/C ratio is a fundamental cellular metric often altered in cancer progression and response to cytotoxic drugs.
tubulin_texture_gabor_energy,code,texture,code/tubulin_texture_gabor_energy/extract.py,"Measures the mean Gabor filter energy in the Tubulin channel within cell boundaries. This texture feature specifically targets the detection of linear structures, quantifying the difference between diffuse tubulin and distinct microtubule b"
cell_polarity_nucleus_actin_offset,code,spatial,code/cell_polarity_nucleus_actin_offset/extract.py,"Measures the distance between the centroid of the nucleus (DAPI) and the centroid of the cell body (Actin). This vector magnitude quantifies cell polarity and asymmetry, which can be disrupted by cytoskeletal drugs."
tubulin_intensity_cv_intracell,code,intensity,code/tubulin_intensity_cv_intracell/extract.py,"Computes the mean Coefficient of Variation (std/mean) of Tubulin intensity within individual cells. This quantifies the heterogeneity of the microtubule network (e.g., high variance in bundled/aggregated states vs low in diffuse states)."
tubulin_radial_distribution_kurtosis,code,spatial,code/tubulin_radial_distribution_kurtosis/extract.py,"Measures the kurtosis of the radial intensity distribution of tubulin relative to the cell center. High kurtosis indicates tubulin concentrated in a specific ring or spot (e.g., monoastral spindle), while low kurtosis implies diffuse distri"
actin_edge_to_center_intensity_ratio,code,spatial,code/actin_edge_to_center_intensity_ratio/extract.py,Calculates the ratio of Actin intensity at the cell periphery (cortical actin) versus the cell center. This helps distinguish cells with strong cortical rings (rounded/mitotic) from those with basal stress fibers.
dapi_nuclear_count,code,morphology,code/dapi_nuclear_count/extract.py,"Counts the total number of distinct nuclei identified in the DAPI channel. This serves as a proxy for cell count and proliferation, which is fundamental for assessing cytotoxicity or growth inhibition."
dapi_nuclear_area_mean,code,morphology,code/dapi_nuclear_area_mean/extract.py,Calculates the average area of segmented nuclei in the DAPI channel. Changes in nuclear size can indicate cell cycle arrest (enlargement in G2/M) or apoptosis (shrinkage/pyknosis).
dapi_nuclear_circularity_mean,code,morphology,code/dapi_nuclear_circularity_mean/extract.py,"Measures the average circularity (4*pi*area/perimeter^2) of nuclei. Deviations from circularity can signal nuclear blebbing, fragmentation, or mitotic deformation."
tubulin_radial_intensity_slope,code,distribution,code/tubulin_radial_intensity_slope/extract.py,"Measures the gradient of Tubulin intensity radiating outwards from the nuclear centroid. A steep drop-off indicates perinuclear accumulation, while a flat slope indicates diffuse distribution."
tubulin_intensity_cv_cytoplasm,code,texture,code/tubulin_intensity_cv_cytoplasm/extract.py,"Computes the coefficient of variation (std/mean) of pixel intensities in the Tubulin channel within the cytoplasmic region (excluding the nucleus). This quantifies the texture heterogeneity of the microtubule network, distinguishing between"
dapi_boundary_sharpness_mean,code,intensity,code/dapi_boundary_sharpness_mean/extract.py,"Measures the gradient magnitude at the boundary of the nucleus. A sharp boundary suggests an intact nuclear envelope, while a diffuse boundary may indicate nuclear envelope breakdown (NEBD) during prometaphase."
nucleus_to_cytoplasm_ratio_mean,code,morphology,code/nucleus_to_cytoplasm_ratio_mean/extract.py,Calculates the mean ratio of nuclear area to cytoplasmic area (Cell Area - Nuclear Area). A classic cytological metric that changes drastically during cell cycle progression or toxic response.
tubulin_anisotropy_mean,code,texture,code/tubulin_anisotropy_mean/extract.py,"Measures the mean anisotropy of the Tubulin channel texture within cells. High anisotropy indicates strongly aligned fibers (e.g., Taxol-induced bundles), while low anisotropy indicates isotropic/diffuse signal."
actin_orientation_coherence_mean,code,structure,code/actin_orientation_coherence_mean/extract.py,"Computes the coherence of the structure tensor (gradient orientation) in the Actin channel. This measures how aligned the stress fibers are; high coherence indicates parallel stress fibers, low coherence indicates disorganized cytoskeleton."
nucleus_tubulin_distance_mean,code,spatial,code/nucleus_tubulin_distance_mean/extract.py,Calculates the Euclidean distance between the centroid of the nucleus and the weighted centroid of the Tubulin signal. A large shift may indicate cell polarization or displacement of the microtubule organizing center.
nuclear_intensity_mean,code,intensity,code/nuclear_intensity_mean/extract.py,Computes the mean pixel intensity of the DAPI channel within segmented nuclear regions. This serves as a proxy for DNA content (ploidy) and chromatin condensation levels.
tubulin_haralick_contrast,code,texture,code/tubulin_haralick_contrast/extract.py,"Computes the Haralick Contrast texture feature for the Tubulin channel. This measures the local intensity variation, capturing the 'roughness' or distinctness of microtubule structures versus background."
dapi_tubulin_distance_center_mass,code,spatial,code/dapi_tubulin_distance_center_mass/extract.py,Calculates the distance between the center of mass of the DAPI signal (nucleus) and the Tubulin signal (cytoskeleton) for each cell. Large offsets can indicate cell polarization or asymmetric spreading.
actin_intensity_std_cytoplasm,code,intensity,code/actin_intensity_std_cytoplasm/extract.py,"Measures the standard deviation of Actin intensity specifically within the cytoplasmic region (excluding the nucleus). High variance may indicate stress fibers or focal adhesions, while low variance suggests diffuse actin."
nuclear_shape_roughness,code,morphology,code/nuclear_shape_roughness/extract.py,"Measures the roughness of the nuclear boundary (perimeter^2 / (4 * pi * area) - 1, or similar metric). High roughness is associated with nuclear blebbing or irregularities seen in cellular stress."
vlm_nuclear_cap_presence,vlm,morphology,vlm/vlm_nuclear_cap_presence/feature.json,"Detects the presence of 'nuclear caps' (asymmetric clustering of organelles or nuclear envelope deformations), a phenotype linked to oxidative stress and specific drug mechanisms."
vlm_microtubule_bundling_severity,vlm,texture,vlm/vlm_microtubule_bundling_severity/feature.json,"Provides a visual score for the severity of microtubule bundling (thick, rigid fibers). This phenotype is characteristic of taxane treatment and involves distinguishing between fine meshworks and coarse, hyper-intense cables."
vlm_cell_blebbing_index,vlm,morphology,vlm/vlm_cell_blebbing_index/feature.json,"Estimates the extent of membrane blebbing (bulges in the plasma membrane), a key feature of apoptosis and pyroptosis."
vlm_tubulin_mesh_complexity,vlm,texture,vlm/vlm_tubulin_mesh_complexity/feature.json,Rates the visual complexity and density of the microtubule meshwork in interphase cells.
vlm_anaphase_bridge_detection,vlm,morphology,vlm/vlm_anaphase_bridge_detection/feature.json,Detects the presence of anaphase bridges (DNA strands connecting separating nuclei). This is a specific sign of chromosome segregation defects.
vlm_nucleolar_prominence,vlm,morphology,vlm/vlm_nucleolar_prominence/feature.json,Visually assesses the prominence or distinctness of nucleoli (darker or brighter spots inside the nucleus depending on staining). Nucleolar stress is a key drug response pathway.
vlm_vacuolization_index,vlm,texture,vlm/vlm_vacuolization_index/feature.json,"Detects the presence of cytoplasmic vacuoles (holes in the cytoplasmic staining), often a sign of cellular stress or death."
vlm_polarized_actin_distribution,vlm,spatial,vlm/vlm_polarized_actin_distribution/feature.json,Assesses whether actin is polarized to one side of the cell (indicative of migration) or evenly distributed.
vlm_membrane_blebbing_index,vlm,morphology,vlm/vlm_membrane_blebbing_index/feature.json,"Visually estimates the degree of plasma membrane blebbing, a key feature of pyroptosis and apoptosis. This involves recognizing balloon-like protrusions on the cell surface."
vlm_actin_stress_fiber_alignment,vlm,texture,vlm/vlm_actin_stress_fiber_alignment/feature.json,"Visually scores the alignment and prominence of actin stress fibers. While code can measure anisotropy, VLM can better judge the 'distinctness' and 'parallelism' in a biological context."
vlm_nuclear_fragmentation_severity,vlm,morphology,vlm/vlm_nuclear_fragmentation_severity/feature.json,A visual assessment score of nuclear fragmentation (karyorrhexis) and condensation. The model evaluates the DAPI channel for signs of shattered or irregular nuclear bodies indicative of late-stage apoptosis.
vlm_multinucleation_presence,vlm,morphology,vlm/vlm_multinucleation_presence/feature.json,"Visually detects cells containing multiple nuclei, a sign of cytokinesis failure."
vlm_cytoskeletal_disruption_index,vlm,texture,vlm/vlm_cytoskeletal_disruption_index/feature.json,Visually rates the overall chaos or disruption of the actin/tubulin network compared to a healthy organized meshwork.
